# STEP Bible — Proverbs 17

> Source: STEP Bible / STEPBible-Data — https://github.com/STEPBible/STEPBible-Data
> License: CC BY 4.0 — https://creativecommons.org/licenses/by/4.0/
> 本檔是「原文證據層」資料，不是 Commentary。
> Lexicon 列的是詞彙可能義域；不可直接把所有字典義都當成本節語境義。

## Proverbs 17:1

**Original:** ט֤וֹב פַּ֣ת חֲ֭רֵבָה וְשַׁלְוָה־ בָ֑הּ מִ֝בַּ֗יִת מָלֵ֥א זִבְחֵי־ רִֽיב׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | ט֤וֹב | Tov | [is] good | H2896A | HAamsa — Adjective (Singular Masculine, Absolute) | טוֹב (tov): pleasant |
| 2 | פַּ֣ת | pat | a morsel | H6595A | HNcfsa — Noun (Singular Feminine, Absolute) | פַּת (pat): morsel |
| 3 | חֲ֭רֵבָה | Cha.re.vah | dry | H2720A | HAafsa — Adjective (Singular Feminine, Absolute) | חָרֵב (cha.rev): dry |
| 4 | וְ/שַׁלְוָה\־ | ve./shal.vah- | and/ quietness | H7962 | HC/Ncfsa — Conjunction + Noun (Singular Feminine, Absolute) | שַׁלְוָה (shal.vah): ease |
| 5 | בָ֑/הּ | Va/h | with/ it | H9003 | HR/Sp3fs — Preposition + Suffix (Third Singular Feminine) | /ב (b): in/on/with |
| 6 | מִ֝/בַּ֗יִת | mi./Ba.yit | more than/ a house | H1004B | HR/Ncmsa — Preposition + Noun (Singular Masculine, Absolute) | בַּ֫יִת (ba.yit): house: home |
| 7 | מָלֵ֥א | ma.Le' | full | H4392 | HAamsa — Adjective (Singular Masculine, Absolute) | מָלֵא (ma.le): full |
| 8 | זִבְחֵי\־ | ziv.chei- | sacrifices of | H2077 | HNcmpc — Noun (Plural Masculine, Construct) | זֶ֫בַח (ze.vach): sacrifice |
| 9 | רִֽיב\׃ | Riv | strife | H7379 | HNcmsa — Noun (Singular Masculine, Absolute) | רִיב (riv): strife |

## Proverbs 17:2

**Original:** עֶֽבֶד־ מַשְׂכִּ֗יל יִ֭מְשֹׁל בְּבֵ֣ן מֵבִ֑ישׁ וּבְת֥וֹךְ אַ֝חִ֗ים יַחֲלֹ֥ק נַחֲלָֽה׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | עֶֽבֶד\־ | 'e.ved- | a servant | H5650 | HNcmsa — Noun (Singular Masculine, Absolute) | עֶ֫בֶד (e.ved): servant/slave |
| 2 | מַשְׂכִּ֗יל | mas.Kil | [who] acts prudently | H7919A | HVhrmsa — Verb : Hiphil (Causative/declarative, Active) Participle (Singular Masculine, Absolute) | שָׂכַל (sa.khal): be prudent |
| 3 | יִ֭מְשֹׁל | Yim.shol | he will rule | H4910 | HVqi3ms — Verb : Qal (Simple, Active) Imperfect (Future/present Indicative/jussive) Third Singular Masculine | מָשַׁל (ma.shal): to rule |
| 4 | בְּ/בֵ֣ן | be./Ven | over/ a son | H1121A | HR/Ncmsa — Preposition + Noun (Singular Masculine, Absolute) | בֵּן (ben): son: child |
| 5 | מֵבִ֑ישׁ | me.Vish | [who] acts shamefully | H954 | HVhrmsa — Verb : Hiphil (Causative/declarative, Active) Participle (Singular Masculine, Absolute) | בּוֹשׁ (bush): be ashamed |
| 6 | וּ/בְ/ת֥וֹךְ | u./ve./Tokh | and/ in/ among | H8432 | HC/R/Ncmsc — Conjunction + Preposition + Noun (Singular Masculine, Construct) | תָּ֫וֶךְ (ta.vekh): midst |
| 7 | אַ֝חִ֗ים | 'a.Chim | brothers | H251G | HNcmpa — Noun (Plural Masculine, Absolute) | אָח (ach): brother: male-sibling |
| 8 | יַחֲלֹ֥ק | ya.cha.Lok | he will share | H2505A | HVqi3ms — Verb : Qal (Simple, Active) Imperfect (Future/present Indicative/jussive) Third Singular Masculine | חָלַק (cha.laq): to divide |
| 9 | נַחֲלָֽה\׃ | na.cha.Lah | [the] inheritance | H5159 | HNcfsa — Noun (Singular Feminine, Absolute) | נַחֲלָה (na.cha.lah): inheritance |

## Proverbs 17:3

**Original:** מַצְרֵ֣ף לַ֭כֶּסֶף וְכ֣וּר לַזָּהָ֑ב וּבֹחֵ֖ן לִבּ֣וֹת יְהוָֽה׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | מַצְרֵ֣ף | matz.Ref | a crucible | H4715 | HNcmsa — Noun (Singular Masculine, Absolute) | מַצְרֵף (mits.reph): crucible |
| 2 | לַ֭/כֶּסֶף | La./ke.sef | [is] for <the>/ silver | H3701G | HRd/Ncmsa — Preposition (Definite) + Noun (Singular Masculine, Absolute) | כֶּ֫סֶף (ke.seph): silver: money |
