# STEP Bible — Psalms 130

> Source: STEP Bible / STEPBible-Data — https://github.com/STEPBible/STEPBible-Data
> License: CC BY 4.0 — https://creativecommons.org/licenses/by/4.0/
> 本檔是「原文證據層」資料，不是 Commentary。
> Lexicon 列的是詞彙可能義域；不可直接把所有字典義都當成本節語境義。

## Psalms 130:0

**Original:** שִׁ֥יר הַֽמַּעֲל֑וֹת

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | שִׁ֥יר | shir | [the] song of | H7892A | HNcmsc — Noun (Singular Masculine, Construct) | שִׁיר (shir): song |
| 2 | הַֽ/מַּעֲל֑וֹת | ha./ma.'a.Lot | the/ ascents | H4609B | HTd/Ncfpa — Definite article (Hebrew) + Noun (Plural Feminine, Absolute) | מַעֲלָה (ma.a.lah): step |

## Psalms 130:1

**Original:** מִמַּעֲמַקִּ֖ים קְרָאתִ֣יךָ יְהוָֽה׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 3 | מִ/מַּעֲמַקִּ֖ים | mi./ma.'a.ma.Kim | from/ [the] depths | H4615 | HR/Ncmpa — Preposition + Noun (Plural Masculine, Absolute) | מַעֲמַקִּים (ma.a.maq): deep |
| 4 | קְרָאתִ֣י/ךָ | ke.ra.Ti./cha | I call out to/ you | H7121G | HVqp1cs/Sp2ms — Verb : Qal (Simple, Active) Perfect (Past/present Indicative) First Singular Either gender + Suffix (Second Singular Masculine) | קָרָא (qa.ra): to call: call to |
| 5 | יְהוָֽה\׃ | Yah.weh | O Yahweh | H3068G | HNpt — Proper Noun (Title) | יְהֹוָה (ye.ho.vah): LORD |

## Psalms 130:2

**Original:** אֲדֹנָי֮ שִׁמְעָ֪ה בְק֫וֹלִ֥י תִּהְיֶ֣ינָה אָ֭זְנֶיךָ קַשֻּׁב֑וֹת לְ֝ק֗וֹל תַּחֲנוּנָֽי׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | אֲדֹנָי֮ | 'a.do.Nai | O Lord | H136 | HNpt — Proper Noun (Title) | אֲדֹנָי (a.do.nai): Lord |
| 2 | שִׁמְעָ֪/ה | shim.'A/h | listen/ ! | H8085G | HVqv2ms/Sh — Verb : Qal (Simple, Active) Imperative Second Singular Masculine + Paragogic Hé | שָׁמַע (sha.ma): to hear: hear |
| 3 | בְ/ק֫וֹלִ֥/י | ve./Ko.L/i | to/ voice/ my | H6963A | HR/Ncmsc/Sp1bs — Preposition + Noun (Singular Masculine, Construct) + Suffix (First Singular Either gender) | קוֹל (qol): voice |
| 4 | תִּהְיֶ֣ינָה | tih.Yei.nah | may they be | H1961 | HVqi3fp — Verb : Qal (Simple, Active) Imperfect (Future/present Indicative/jussive) Third Plural Feminine | הָיָה (ha.yah): to be |
| 5 | אָ֭זְנֶי/ךָ | 'A.ze.nei./kha | ears/ your | H241G | HNcfdc/Sp2ms — Noun (Dual Feminine, Construct) + Suffix (Second Singular Masculine) | אֹ֫זֶן (o.zen): ear |
| 6 | קַשֻּׁב֑וֹת | ka.shu.Vot | attentive | H7183B | HAafpa — Adjective (Plural Feminine, Absolute) | קַשֻּׁב (qash.shuv): attentive |
| 7 | לְ֝/ק֗וֹל | le./Kol | to/ [the] sound of | H6963A | HR/Ncmsc — Preposition + Noun (Singular Masculine, Construct) | קוֹל (qol): voice |
| 8 | תַּחֲנוּנָֽ/י\׃ | ta.cha.nu.Na/i | supplications/ my | H8469 | HNcmpc/Sp1bs — Noun (Plural Masculine, Construct) + Suffix (First Singular Either gender) | תַּחֲנוּן (ta.cha.nun): supplication |

## Psalms 130:3

**Original:** אִם־ עֲוֹנ֥וֹת תִּשְׁמָר־ יָ֑הּ אֲ֝דֹנָ֗י מִ֣י יַעֲמֹֽד׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | אִם\־ | 'im- | if | H518A | HTc — Conditional Particle | אִם (im): if |
| 2 | עֲוֹנ֥וֹת | a.vo.Not | iniquities | H5771G | HNcfpa — Noun (Plural Feminine, Absolute) | עָוֺן (a.van): iniquity: crime |
| 3 | תִּשְׁמָר\־ | tish.mor- | you will keep | H8104I | HVqi2ms — Verb : Qal (Simple, Active) Imperfect (Future/present Indicative/jussive) Second Singular Masculine | שָׁמַר (sha.mar): to keep: look at |
| 4 | יָ֑הּ | Yah | O Yahweh | H3050 | HNpm — Proper Noun (Masculine individual) | יָהּ (yah): LORD |
| 5 | אֲ֝דֹנָ֗י | 'a.do.Nai | O Lord | H136 | HNpt — Proper Noun (Title) | אֲדֹנָי (a.do.nai): Lord |
| 6 | מִ֣י | mi | who? | H4310 | HPi — Interrogative Pronoun | מִי (mi): who? |
| 7 | יַעֲמֹֽד\׃ | ya.'a.Mod | will he stand | H5975G | HVqi3ms — Verb : Qal (Simple, Active) Imperfect (Future/present Indicative/jussive) Third Singular Masculine | עָמַד (a.mad): to stand: stand |

## Psalms 130:4

**Original:** כִּֽי־ עִמְּךָ֥ הַסְּלִיחָ֑ה לְ֝מַ֗עַן תִּוָּרֵֽא׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | כִּֽי\־ | ki- | for | H3588A | HTc — Conditional Particle | כִּי (ki): for |
| 2 | עִמְּ/ךָ֥ | 'i.me./Kha | [is] with/ you | H5973A | HR/Sp2ms — Preposition + Suffix (Second Singular Masculine) | עִם (im): with |
| 3 | הַ/סְּלִיחָ֑ה | ha./se.li.Chah | <the>/ forgiveness | H5547 | HTd/Ncfsa — Definite article (Hebrew) + Noun (Singular Feminine, Absolute) | סְלִיחָה (se.li.chah): forgiveness |
| 4 | לְ֝מַ֗עַן | le.Ma.'an | so that | H4616 | HTc — Conditional Particle | מַ֫עַן (ma.an): because |
| 5 | תִּוָּרֵֽא\׃ | ti.va.Re' | you may be feared | H3372H | HVNj2ms — Verb : Niphal (Simple, Passive) Imperfect (Future/present Jussive) Second Singular Masculine | יָרֵא (ya.re): to fear: revere |

## Psalms 130:5

**Original:** קִוִּ֣יתִי יְ֭הוָה קִוְּתָ֣ה נַפְשִׁ֑י וְֽלִדְבָר֥וֹ הוֹחָֽלְתִּי׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | קִוִּ֣יתִי | ki.Vi.ti | I wait for | H6960A | HVpp1cs — Verb : Piel (Intensive/resultive/transtive, Active) Perfect (Past/present Indicative) First Singular Either gender | קָוָה (qa.vah): to await |
| 2 | יְ֭הוָה | Yah.weh | Yahweh | H3068G | HNpt — Proper Noun (Title) | יְהֹוָה (ye.ho.vah): LORD |
| 3 | קִוְּתָ֣ה | ki.ve.Tah | it waits | H6960A | HVpp3fs — Verb : Piel (Intensive/resultive/transtive, Active) Perfect (Past/present Indicative) Third Singular Feminine | קָוָה (qa.vah): to await |
| 4 | נַפְשִׁ֑/י | naf.Sh/i | self/ my | H5315G | HNcfsc/Sp1bs — Noun (Singular Feminine, Construct) + Suffix (First Singular Either gender) | נֶ֫פֶשׁ (ne.phesh): soul |
| 5 | וְֽ/לִ/דְבָר֥/וֹ | ve./li/d.va.R/o | and/ for/ word/ his | H1697G | HC/R/Ncmsc/Sp3ms — Conjunction + Preposition + Noun (Singular Masculine, Construct) + Suffix (Third Singular Masculine) | דָּבָר (da.var): word |
| 6 | הוֹחָֽלְתִּי\׃ | ho.Chal.ti | I hope | H3176H | HVhp1cs — Verb : Hiphil (Causative/declarative, Active) Perfect (Past/present Indicative) First Singular Either gender | יָחַל (ya.chal): to wait: hope |

## Psalms 130:6

**Original:** נַפְשִׁ֥י לַֽאדֹנָ֑י מִשֹּׁמְרִ֥ים לַ֝בֹּ֗קֶר שֹׁמְרִ֥ים לַבֹּֽקֶר׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | נַפְשִׁ֥/י | naf.Sh/i | self/ my | H5315G | HNcfsc/Sp1bs — Noun (Singular Feminine, Construct) + Suffix (First Singular Either gender) | נֶ֫פֶשׁ (ne.phesh): soul |
| 2 | לַֽ/אדֹנָ֑י | la./do.Nai | for/ [the] Lord | H136 | HR/Npt — Preposition + Proper Noun (Title) | אֲדֹנָי (a.do.nai): Lord |
| 3 | מִ/שֹּׁמְרִ֥ים | mi./sho.me.Rim | more than/ watchmen | H8104H | HR/Vqrmpa — Preposition + Verb : Qal (Simple, Active) Participle (Plural Masculine, Absolute) | שָׁמַר (sha.mar): to keep: guard |
| 4 | לַ֝/בֹּ֗קֶר | la./Bo.ker | for the/ morning | H1242 | HRd/Ncmsa — Preposition (Definite) + Noun (Singular Masculine, Absolute) | בֹּ֫קֶר (bo.qer): morning |
| 5 | שֹׁמְרִ֥ים | sho.me.Rim | watchmen | H8104H | HVqrmpa — Verb : Qal (Simple, Active) Participle (Plural Masculine, Absolute) | שָׁמַר (sha.mar): to keep: guard |
| 6 | לַ/בֹּֽקֶר\׃ | la./Bo.ker | for the/ morning | H1242 | HRd/Ncmsa — Preposition (Definite) + Noun (Singular Masculine, Absolute) | בֹּ֫קֶר (bo.qer): morning |

## Psalms 130:7

**Original:** יַחֵ֥ל יִשְׂרָאֵ֗ל אֶל־ יְה֫וָה כִּֽי־ עִם־ יְהוָ֥ה הַחֶ֑סֶד וְהַרְבֵּ֖ה עִמּ֣וֹ פְדֽוּת׃

| # | 原文 | Transliteration | Context gloss | Strong | Morphology | Brief lexicon |
|---:|---|---|---|---|---|---|
| 1 | יַחֵ֥ל | ya.Chel | hope | H3176H | HVpv2ms — Verb : Piel (Intensive/resultive/transtive, Active) Imperative Second Singular Masculine | יָחַל (ya.chal): to wait: hope |
| 2 | יִשְׂרָאֵ֗ל | Yis.ra.'El | O Israel | H3478 | HNpl — Proper Noun (Location) | יִשְׂרָאֵל (yis.ra.el): Israel |
| 3 | אֶל\־ | 'el- | to | H413 | HR — Preposition | אֶל (el): to(wards) |
| 4 | יְה֫וָה | Yah.weh | Yahweh | H3068G | HNpt — Proper Noun (Title) | יְהֹוָה (ye.ho.vah): LORD |
| 5 | כִּֽי\־ | ki- | for | H3588A | HTc — Conditional Particle | כִּי (ki): for |
| 6 | עִם\־ | 'im- | [is] with | H5973A | HR — Preposition | עִם (im): with |
